Name,descriptio,layer,Area,Slope,Aspect,Curvature,Elevation,Domain,Extent,Geology
Debris slide,"2002",shallowGoogleEarthslides Characterised,1214.100,6.609101975458276,156.917127233979443,139893691.283195793628693,602.605219245945477,"1",East Sikkim,LHS Daling
Debris slide,"2017",shallowGoogleEarthslides Characterised,2576.080,33.646487236022949,159.276405334472685,-39957358.000000000000000,1051.000000000000000,"1",East Sikkim,LHS Daling
Debris slide,"2002",shallowGoogleEarthslides Characterised,1829.747,31.332596778869629,139.881072998046875,-183959351.999999970197678,633.500000000000000,"1",East Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1474.116,28.241670508524734,139.016841894652885,91919338.049274250864983,1986.945987291960819,"1",East Sikkim,LHS Daling
Translational slide,"2011",shallowGoogleEarthslides Characterised,2753.559,22.342288970947266,152.218516031901032,-231362544.000000000000000,1579.000000000000000,"1",East Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,920.323,35.090975437402101,149.460669991385657,-23240190.482667796313763,1766.851702366047903,"1",East Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,638.517,33.338202710265129,148.027945068281781,5023517.106861837208271,1693.015037421740317,"1",East Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1523.014,44.175689814991244,175.804157345133632,-140828274.424407303333282,936.414849653006627,"1",East Sikkim,LHS Daling
Debris slide,"2010",shallowGoogleEarthslides Discussed with Claire,8847.291,20.017330169677734,87.031912485758468,-70919548.333333328366280,1275.166666666666742,"1",East Sikkim,LHS Daling
Shallow translational slide,"2010",shallowGoogleEarthslides Discussed with Claire,1108.882,22.751419353622648,100.778552369592475,-230501559.868413954973221,1114.617507294391771,"1",East Sikkim,LHS Daling
Rock slide,"2010",shallowGoogleEarthslides Ask Claire 2,39564.306,39.651952494745672,253.849888884259968,-107671380.880434781312943,1120.369565217391255,"2",East Sikkim,LHS Daling
Rock slide,"2011",shallowGoogleEarthslides Characterised,10244.690,33.380441078772911,204.569804264948914,-13125013.153846153989434,1811.153846153846189,"2",East Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,26210.676,40.468543206491780,148.784572232154119,-46498392.483870968222618,677.258064516129025,"2",Sikkim,LHS Daling
Rock slide,"2010",shallowGoogleEarthslides Ask Claire 2,24263.516,39.360865921809754,203.099205806337523,-46974102.793103449046612,1411.241379310344882,,Sikkim,LHS Daling
Debris slide,"2010",shallowGoogleEarthslides Ask Claire 2,45207.172,47.630485974106136,161.834275488759971,-167308093.392156869173050,844.705882352941217,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Ask Claire 2,18641.079,36.605599923567333,95.107864379882813,-175549349.272727280855179,677.181818181818130,,Sikkim,LHS Daling
Debris slide,"2002",shallowGoogleEarthslides Ask Claire 2,87317.812,25.509200329874076,265.070746926700394,-34905714.881127454340458,1443.892156862745196,,Sikkim,LHS Daling
Rock slide,"2002",shallowGoogleEarthslides Ask Claire 2,18378.814,22.755660284133185,267.998189290364564,-172628060.190476179122925,1222.619047619047706,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Ask Claire 2,49208.492,33.262231004649195,220.425495542328946,-46353344.689655169844627,1205.724137931034420,,Sikkim,LHS Daling
Debris slide-flow,"2009",shallowGoogleEarthslides Ask Claire 3,15642.710,31.407487819069306,203.508668598375834,-142257145.000000000000000,647.578947368421041,,Sikkim,LHS Daling
Rock slide,"2011",shallowGoogleEarthslides Ask Claire 3,32245.499,48.767772144741485,154.855811648898651,-142559889.222222208976746,1650.222222222222172,,Sikkim,LHS Daling
Debris slide,"2017",shallowGoogleEarthslides Characterised,11564.944,35.141364904550407,199.625212449293883,-47409576.855769231915474,1464.076923076923094,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,11202.743,55.817653973897301,177.082920074462891,-100979721.791666671633720,970.833333333333371,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,6678.015,46.458165849958149,207.961874825613847,-254674440.000000000000000,1138.857142857142890,,Sikkim,LHS Daling
Rock slide,"2017",shallowGoogleEarthslides Characterised,44365.486,39.678726016350510,161.803050778946783,-53171524.660377353429794,1601.490566037735789,,Sikkim,LHS Daling
Debris slide,"2009
Active
Persistent",shallowGoogleEarthslides Characterised,38209.576,38.223495920499168,274.722246805826842,-69629964.067708328366280,917.125000000000000,,Sikkim,LHS Daling
Translational slide,"2015",shallowGoogleEarthslides Characterised,9309.904,55.936963272094729,142.800752258300776,-160127793.500000000000000,692.799999999999955,,Sikkim,LHS Daling
Rock slide,Active,shallowGoogleEarthslides Characterised,39623.204,30.813417268835980,207.520399010699720,10393048.554347826167941,1370.152173913043498,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,579.903,26.661475837969100,106.298618914041981,123245058.910560145974159,740.504154185894095,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,7019.361,44.789344363742401,106.348574320475265,-131598965.999999985098839,1930.333333333333258,,Sikkim,LHS Daling
Rock slide,"Active
2011",shallowGoogleEarthslides Characterised,80339.446,31.676653193930790,77.713460246721908,-56512586.317708335816860,1632.031250000000000,,Sikkim,LHS Daling
Translational slide,"2011",shallowGoogleEarthslides Characterised,7948.118,46.385555614124648,216.943624323064654,-292516097.272727251052856,1837.818181818181529,,Sikkim,LHS Daling
Rock slide,"2015
Active",shallowGoogleEarthslides Characterised,19609.187,38.573070612820715,137.539475874467342,-23857601.727272726595402,1894.454545454545496,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,6637.181,33.857722600301109,160.063189188639342,-12120994.666666666045785,1347.833333333333258,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,889.107,45.448575490232450,174.229757259936406,-329673612.379466831684113,1479.592181772694175,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,18453.864,51.346674419584730,200.775022960844467,-160423216.095238089561462,1396.238095238095184,,Sikkim,LHS Daling
Translational slide,"2006",shallowGoogleEarthslides Characterised,1831.634,36.270374298095703,244.269325256347656,-297002592.000000000000000,819.500000000000000,,Sikkim,LHS Daling
Translational slide,"2006",shallowGoogleEarthslides Characterised,3594.892,36.273231506347656,237.189569091796869,-102816509.799999997019768,972.799999999999955,,Sikkim,LHS Daling
Debris slide,"2015",shallowGoogleEarthslides Characterised,3011.155,41.272147178649902,218.739948272705078,-114120199.000000000000000,914.500000000000000,,Sikkim,LHS Daling
Rock slide,"2015",shallowGoogleEarthslides Characterised,11185.134,44.186071523030598,194.896015421549492,-116975689.416666671633720,857.600000000000023,,Sikkim,LHS Daling
Rock slide,"2015",shallowGoogleEarthslides Characterised,17909.224,34.533969402313232,203.988816833496088,-120384015.049999997019768,808.000000000000000,,Sikkim,LHS Daling
Translational slide,"2015
Active",shallowGoogleEarthslides Characterised,2986.696,36.560335159301758,206.888225555419922,-30600435.000000000000000,1002.750000000000000,,Sikkim,LHS Daling
Debris slide,"2015",shallowGoogleEarthslides Characterised,1832.767,39.305287982372633,193.731184027542298,-342906577.765107631683350,1064.512738256547891,,Sikkim,LHS Daling
Debris slide,"2015",shallowGoogleEarthslides Characterised,4827.492,46.507293701171875,184.241394042968750,-127152264.799999997019768,1143.400000000000091,,Sikkim,LHS Daling
Translational slide,"2002",shallowGoogleEarthslides Characterised,30551.100,33.134060941423691,199.935374232700894,-25611274.401785712689161,1992.685714285714539,,Sikkim,LHS Daling
Rock slide,"2005",shallowGoogleEarthslides Characterised,53448.551,48.653795060657323,166.609783838665663,-187165816.460317462682724,1292.793650793650841,,Sikkim,LHS Daling
Debris slide,"2005",shallowGoogleEarthslides Characterised,2897.207,36.973143577575676,137.503273010253906,335515552.000000000000000,1614.500000000000000,,Sikkim,LHS Daling
Debris slide,"2005",shallowGoogleEarthslides Characterised,11631.628,32.798167800903322,219.034032185872405,-74064784.491666659712791,1592.266666666666652,,Sikkim,LHS Daling
Debris slide,"2005",shallowGoogleEarthslides Characterised,13776.304,39.876421535716339,189.028096816119017,54423539.647058822214603,1572.411764705882433,,Sikkim,LHS Daling
Debris slide,"2005",shallowGoogleEarthslides Characterised,59174.963,36.283514731270927,226.343789018903465,-20880368.982142858207226,1530.928571428571331,,Sikkim,LHS Daling
Debris slide,"Active
2005",shallowGoogleEarthslides Characterised,21993.526,33.613691253662111,231.734618530273451,34848471.179999999701977,1453.680000000000064,,Sikkim,LHS Daling
Debris slide-flow,Active,shallowGoogleEarthslides Characterised,45598.434,28.396659987313402,176.925535883222295,-54655753.008928574621677,731.821428571428555,,Sikkim,LHS Daling
Translational slide,"2005",shallowGoogleEarthslides Characterised,20545.877,21.795278509457905,240.009228388468415,-28649857.145833332091570,803.791666666666629,,Sikkim,LHS Daling
Debris slide,"2009",shallowGoogleEarthslides Characterised,4772.423,27.941216468811035,223.577438354492188,20880435.333333332091570,800.166666666666629,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,7692.816,43.586141586303711,159.247928966175436,-94058791.636363625526428,818.909090909090764,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1673.482,33.283568382263184,174.844520568847656,-423001856.000000000000000,834.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,978.061,38.075898663393779,174.185550108947922,329212107.834965050220490,905.752404142554155,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,2554.869,26.876255035400391,282.228637695312500,-118438748.000000000000000,894.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,979.868,51.301143775252527,158.276727569907564,107911165.512389570474625,647.971388923638756,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,2038.781,44.584195454915367,156.488744099934905,-68398060.333333328366280,960.666666666666629,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,656.997,25.562721416523630,131.895101658965899,47968940.386977553367615,1395.209686052758116,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,988.742,36.175526812248442,155.605822341643972,-320230702.749771893024445,1255.915567987303120,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,345.260,33.173947641740980,151.940689547524755,48484057.167624212801456,1447.798361453286361,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,3007.437,18.968002080917358,38.210139274597168,-257220444.000000000000000,738.750000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1686.241,38.686729431152344,187.965957641601563,-136441474.000000000000000,920.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,2749.619,39.318539047241210,182.560180664062500,-191231473.599999994039536,949.200000000000045,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,3230.255,55.231134796142577,178.308905029296909,-158256259.199999988079071,1116.200000000000045,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,17194.039,43.185190773010255,143.560999298095709,-28008118.899999998509884,1446.349999999999909,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,23053.967,41.338851420084637,148.180820210774726,-208319785.933333337306976,858.933333333333280,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,17767.424,29.158815135126527,179.320440541143000,59196505.217391304671764,763.521739130434867,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,5066.148,47.757174809773765,150.954724629720062,29520427.666666667908430,923.666666666666629,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,7380.085,48.506967544555664,161.060163497924805,-381870044.000000000000000,883.000000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,10297.145,41.777994950612396,145.396523793538421,-22321402.000000000000000,2266.083333333333485,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,10735.276,31.097937070406399,119.158046428973861,-46412163.418269231915474,623.692307692307736,,Sikkim,LHS Daling
Debris slide,"2009",shallowGoogleEarthslides Characterised,9319.557,42.066074718128554,133.759830821644186,21730919.727272730320692,466.272727272727252,,Sikkim,LHS Daling
Debris slide-flow,,shallowGoogleEarthslides Characterised,60168.512,26.942538059933085,132.247224512234538,-102868724.464788734912872,513.985915492957702,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,26731.691,38.619876285394035,188.616604105631524,-193559896.000000000000000,299.199999999999989,,Sikkim,LHS Daling
Debris slide,"2006",shallowGoogleEarthslides Characterised,6207.027,43.922372817993171,192.204051971435547,-78929808.000000000000000,410.625000000000000,,Sikkim,LHS Daling
Debris slide-flow,"2006",shallowGoogleEarthslides Characterised,101151.598,32.422342427571614,107.151722621917727,-60810041.104166664183140,698.350000000000023,,Sikkim,LHS Daling
Debris slide,"2006",shallowGoogleEarthslides Characterised,6080.948,26.305618047714233,143.491739273071289,-97740048.749999985098839,587.625000000000000,,Sikkim,LHS Daling
Debris slide,"2009",shallowGoogleEarthslides Characterised,7431.571,24.607343183623421,162.140324062771271,-189680241.777777791023254,531.111111111111086,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,9558.191,40.192541642622515,177.109893798828125,66828943.636363632977009,463.727272727272748,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1787.745,31.350111007690430,171.838401794433594,-78839724.000000000000000,431.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1026.985,40.157014321185962,136.822849794715552,-10479757.758796263486147,461.464615063903125,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1447.380,40.225155372365855,127.629691201401556,108488296.528552815318108,547.922877921290933,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,8207.833,34.094284751198508,90.018425681374310,-90916013.909090906381607,666.727272727272748,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,5026.835,28.560007890065506,166.638015747070313,-294239837.000000000000000,425.166666666666686,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1938.225,36.801191329956055,190.288978576660156,-216361724.000000000000000,1005.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1540.626,44.381488800048835,179.033050537109375,-57958494.000000000000000,907.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,4123.702,38.038113594055176,241.979106903076172,-127259363.500000000000000,932.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,4661.920,36.346782048543297,198.069918314615876,275039780.000000000000000,787.000000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1029.716,26.218961715698246,210.697303771972685,65879724.000000000000000,817.000000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1655.349,29.292747215774739,215.965393663855679,-65548298.004483550786972,776.026546353884214,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,8899.806,32.489627838134766,236.091333007812466,-45071905.600000001490116,724.200000000000045,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,946.954,29.791140687238741,248.935784447009212,188670571.356600195169449,745.631083711758833,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,3886.429,35.458852132161461,195.995470682779938,-80879229.333333343267441,579.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,4561.921,31.100647687911987,207.603054046630859,-169559710.000000000000000,606.750000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1547.168,36.025538444519043,196.245395660400391,-160559925.750000000000000,690.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,2227.606,37.663254737853997,233.412269592285156,-369000024.000000000000000,724.000000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1418.407,22.748807818757683,223.424665119899174,119226597.945369601249695,1218.544819724175113,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,715.927,35.825725177314730,224.064475543602327,133444038.746306672692299,1190.185090685843534,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1347.774,34.701725063412837,192.240596585096938,35774236.164609692990780,1104.178483954118065,,Sikkim,LHS Daling
Debris slide-flow,"2011",shallowGoogleEarthslides Characterised,3625.169,35.711449940999351,157.046457926432282,-92397991.333333328366280,1261.666666666666742,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,2230.531,41.675627390543617,175.534123738606780,-35756009.333333335816860,1092.333333333333258,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,4447.166,48.464656066894534,75.162017822265625,-424366844.000000000000000,1046.200000000000045,,Sikkim,LHS Daling
Debris slide,"2010",shallowGoogleEarthslides Characterised,8185.236,35.733953094482423,164.487580871582026,-112607227.200000002980232,775.700000000000045,,Sikkim,LHS Daling
Debris slide,"2010",shallowGoogleEarthslides Characterised,3567.841,25.668349742889404,107.858459472656250,-193139090.000000000000000,886.750000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,2083.265,36.071633338928223,99.421627044677734,178562260.000000000000000,1227.500000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1326.436,20.971714019775391,69.180881500244141,1442812.000000000232831,1324.500000000000000,,Sikkim,LHS Daling
Debris slide,"2006",shallowGoogleEarthslides Characterised,5299.266,36.882517178853355,112.234836578369141,202200960.000000000000000,1247.000000000000000,,Sikkim,LHS Daling
Debris slide,"2006",shallowGoogleEarthslides Characterised,9061.702,30.952941131591796,52.548950767517091,-31247960.199999999254942,1123.799999999999955,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,966.531,44.529069017583879,135.294654451855166,-182737849.052033096551895,1864.918077184143385,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1424.550,34.398530189683612,136.166371375602239,328773773.806537330150604,2203.389566100623597,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,3458.946,39.239672660827637,225.004623413085966,-89460684.000000000000000,1448.000000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,3071.643,51.778132438659661,159.048206329345703,-268919960.000000000000000,1532.750000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,3100.989,58.250063578287758,149.898193359375000,-23041749.333333332091570,990.000000000000000,,Sikkim,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,5749.323,48.137148312159944,189.575225830078125,-259098028.285714298486710,853.571428571428555,,Sikkim,LHS Daling
Debris slide-flow,"2005",shallowGoogleEarthslides Characterised,12603.048,32.503166092766655,175.195499420166016,-97280841.499999985098839,1499.833333333333258,,Sikkim,LHS Daling
Debris slide-flow,"2005",shallowGoogleEarthslides Characterised,13509.979,43.267223834991455,157.714111328125000,-81854677.000000000000000,1476.375000000000000,,Sikkim,LHS Daling
Rock slide,"2017
Dzongu landslide",shallowGoogleEarthslides Discussed with Claire,395295.986,44.521645139878792,182.280304958358926,-23283107.277016133069992,1196.311827956989191,,Sikkim,LHS Daling
Rock slide,"2017",shallowGoogleEarthslides Discussed with Claire,17243.747,44.623677889506013,136.815106285942932,-139479587.666666656732559,1177.277777777777828,,Sikkim,LHS Daling
Debris slide,"2009",shallowGoogleEarthslides Characterised,7301.671,28.547738711039226,145.832363552517364,-12640428.222222222015262,607.888888888888914,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,804.462,35.269365221627915,135.098434977453934,340931845.496128201484680,524.592009749903696,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1792.435,17.365579795075835,166.534634367096771,-74408040.553343027830124,443.851098456500210,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1271.672,30.960308195158479,128.339539004664204,-42370813.381500333547592,430.476186705559769,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,715.172,42.226269742139600,155.315793369212940,154192280.571739643812180,432.418474830538059,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1849.445,15.241023540496826,51.801385879516602,-209880144.000000000000000,363.000000000000000,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,5196.294,25.788259744644165,171.941230773925781,-174840002.666666656732559,353.833333333333314,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,3578.623,22.129599761962886,110.337179565429693,13680140.000000000000000,557.200000000000045,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,4167.709,29.295846939086918,83.215194702148438,70270649.200000002980232,624.799999999999955,,,LHS Daling
Debris slide,"2010",shallowGoogleEarthslides Characterised,18311.381,26.897121169350363,89.233888105912641,-44083761.045454546809196,513.272727272727252,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,4932.398,26.268792533874510,106.093713378906244,-245375536.000000000000000,568.000000000000000,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,1660.289,17.349284172058105,194.779182434082003,-272881352.000000000000000,579.500000000000000,,,LHS Daling
Debris slide,"2011",shallowGoogleEarthslides Characterised,949.026,19.380845774648957,294.236451244831812,-16151118.668894914910197,624.901038271650691,,,LHS Daling
Rock slide,"2012",shallowGoogleEarthslides Characterised,14071.747,47.626317626551575,212.219438251696147,-187086323.368421047925949,1712.368421052631447,"3",Gangtok basin,MCT zone
Debris slide,"2012",shallowGoogleEarthslides Characterised,1733.198,34.306193351745605,151.714630126953125,-286202064.000000000000000,1614.000000000000000,"3",Gangtok basin,MCT zone
Debris slide,"2012",shallowGoogleEarthslides Characterised,11951.756,29.320744482676186,200.889525349934900,-127967324.533333331346512,1744.666666666666742,"3",Gangtok basin,MCT zone
Debris slide,"2012",shallowGoogleEarthslides Discussed with Claire,11882.585,38.968764877319337,194.639214070638019,46225044.799999997019768,1760.200000000000045,"3",Gangtok basin,MCT zone
Translational slide,"2011",shallowGoogleEarthslides Ask Claire 2,30001.129,38.236195976669727,163.811057425834036,-146413120.040540546178818,1299.324324324324380,,Sikkim,MCT zone
Rock slide,"2011",shallowGoogleEarthslides Ask Claire 2,8735.563,52.641369628906247,195.959297180175781,-207791859.724999994039536,1482.400000000000091,,Sikkim,MCT zone
Translational slide,"2012",shallowGoogleEarthslides Characterised,5108.571,52.240517616271973,202.556106567382813,-700737696.000000000000000,1999.250000000000000,,Sikkim,MCT zone
Translational slide,"2012",shallowGoogleEarthslides Characterised,2895.430,32.413576126098633,154.553884887695318,-115349049.599999994039536,2260.400000000000091,,Sikkim,MCT zone
Debris slide,"2012",shallowGoogleEarthslides Characterised,3922.344,46.051602681477867,190.957860310872405,-260638553.666666656732559,2125.000000000000000,,Sikkim,MCT zone
Debris slide,"2010",shallowGoogleEarthslides Characterised,6303.546,46.607644081115723,173.146289825439453,-331830607.000000000000000,1903.375000000000000,,Sikkim,MCT zone
Shallow translational slide,"2012",shallowGoogleEarthslides Discussed with Claire,1163.644,42.962614059448242,162.842300415039063,73089840.000000000000000,2442.500000000000000,,Sikkim,MCT zone
Rock slide,"2012",shallowGoogleEarthslides Discussed with Claire,40982.661,31.855863636853744,153.354115544533244,-62110925.265306122601032,2010.857142857142890,,Sikkim,MCT zone
Rock slide,"2012",shallowGoogleEarthslides Characterised,13665.818,40.973496556282043,171.835242271423340,-142740724.234375000000000,1912.312500000000000,"3",Gangtok basin,GHS paro
Rock slide,"2012",shallowGoogleEarthslides Characterised,7788.502,22.184930392674037,178.951102120535722,-18514281.428571429103613,1794.285714285714221,"3",Gangtok basin,GHS paro
Rock slide,"2012",shallowGoogleEarthslides Characterised,18430.472,30.109634226018731,207.694749311967314,-153490375.818181812763214,1761.045454545454504,"3",Gangtok basin,GHS paro
Debris slide,"2017",shallowGoogleEarthslides Characterised,2650.508,23.002728223800659,168.465267181396484,-75059460.500000000000000,1790.000000000000000,"3",Gangtok basin,GHS paro
Debris slide,,Highlands_slides Highlands SHAPE,631.628,42.426593357957799,137.922993335792484,-428857997.811432003974915,4130.450097235899193,"4",East Sikkim,GHS paro
